date,city, pm25, pm10, o3, no2, so2, co
2021/12/6,los angeles, 101, 47, 24, 32, 1, 8
2021/12/7,los angeles, 96, 33, 23, 22, , 4
2021/12/8,los angeles, 66, 35, 31, 19, , 5
2021/12/9,los angeles, 63, 13, 28, 13, , 2
2021/12/10,los angeles, 23, 21, 19, 23, , 4
2021/12/11,los angeles, 34, 20, 25, 22, , 4
2021/12/12,los angeles, 35, 21, 27, 22, 1, 5
2021/12/13,los angeles, 44, 26, 15, 27, 1, 5
2021/12/14,los angeles, 51, 8, 28, 11, , 2
2021/12/15,los angeles, 13, 19, 21, 22, , 4
2021/12/16,los angeles, 28, 24, 14, 25, , 5
2021/12/17,los angeles, 37, 26, 14, 27, 1, 6
2021/12/18,los angeles, 48, 22, 24, 25, , 6
2021/12/19,los angeles, 34, 25, 21, 25, 1, 6
2021/12/20,los angeles, 47, 40, 15, 32, 1, 9
2021/12/21,los angeles, 69, 32, 12, 33, 1, 6
2021/12/22,los angeles, 51, 42, 7, 38, 1, 9
2021/12/23,los angeles, 70, 17, 24, 23, 1, 4
2021/12/24,los angeles, 40, 10, 29, 10, , 2
2021/12/25,los angeles, 20, 14, 28, 12, , 3
2021/12/26,los angeles, 36, 9, 27, 12, , 3
2021/12/27,los angeles, 20, , 21, 20, , 4
2021/12/28,los angeles, 31, 14, 27, 20, , 4
2021/12/29,los angeles, 27, 11, 23, 16, , 3
2021/12/30,los angeles, 27, 5, 24, 9, , 2
2021/12/31,los angeles, 12, 15, 21, 16, , 3
2022/1/1,los angeles, 30, 21, 28, 14, , 4
2022/1/2,los angeles, 46, 17, 28, 18, , 4
2022/1/3,los angeles, 29, 22, 24, 23, 1, 5
2021/7/2,los angeles, 66, 24, 42, 10, 1, 2
2021/7/3,los angeles, 60, 24, 39, 10, 1, 2
2021/7/4,los angeles, 60, 40, 41, 7, 1, 2
2021/7/5,los angeles, 92, 34, 40, 8, 1, 2
2021/7/6,los angeles, 84, 26, 41, 10, 1, 2
2021/7/7,los angeles, 60, 30, 44, 13, 1, 2
2021/7/8,los angeles, 64, 34, 40, 16, 1, 3
2021/7/9,los angeles, 72, 32, 41, 12, 1, 3
2021/7/10,los angeles, 67, 29, 37, 12, 1, 2
2021/7/11,los angeles, 71, 28, 43, 9, 1, 2
2021/7/12,los angeles, 71, 26, 36, 11, 1, 2
2021/7/13,los angeles, 67, 28, 42, 10, 1, 2
2021/7/14,los angeles, 67, 26, 40, 10, 1, 2
2021/7/15,los angeles, 61, 20, 37, 8, 1, 2
2021/7/16,los angeles, 57, 22, 41, 8, 1, 2
2021/7/17,los angeles, 57, 21, 14, 9, 1, 2
2021/7/18,los angeles, 61, 20, , 8, 1, 2
2021/7/19,los angeles, 62, 25, , 12, 1, 2
2021/7/20,los angeles, 61, 25, , 10, 1, 2
2021/7/21,los angeles, 62, 34, 33, 12, 1, 3
2021/7/22,los angeles, 70, 36, 31, 15, 1, 2
2021/7/23,los angeles, 75, 38, 36, 11, 1, 2
2021/7/24,los angeles, 77, 36, 39, 9, 1, 2
2021/7/25,los angeles, 76, 25, 38, 6, 1, 2
2021/7/26,los angeles, 68, 19, 28, 9, 1, 2
2021/7/27,los angeles, 58, 21, 37, 6, , 2
2021/7/28,los angeles, 59, 21, 36, 10, 1, 2
2021/7/29,los angeles, 54, 25, 31, 13, 1, 3
2021/7/30,los angeles, 61, 26, 36, 10, 1, 2
2021/7/31,los angeles, 61, 22, 35, 10, 1, 2
2021/8/1,los angeles, 57, 21, 39, 13, 1, 2
2021/8/2,los angeles, 60, 29, 40, 20, 1, 4
2021/8/3,los angeles, 63, 39, 38, 16, 1, 4
2021/8/4,los angeles, 59, , 39, 11, 1, 2
2021/8/6,los angeles, 44, 35, 34, 13, 1, 2
2021/8/7,los angeles, 65, 32, 45, 10, 1, 2
2021/8/8,los angeles, 60, 28, 53, 8, 1, 2
2021/8/9,los angeles, 63, 28, 44, 13, 1, 3
2021/8/10,los angeles, 58, 23, 43, 10, 1, 2
2021/8/11,los angeles, 49, 27, 38, 14, 1, 3
2021/8/12,los angeles, 48, 30, 39, 18, 1, 4
2021/8/13,los angeles, 51, 24, 29, 15, 1, 3
2021/8/14,los angeles, 48, 25, 40, 10, 1, 3
2021/8/15,los angeles, 54, 25, 43, 10, 1, 3
2021/8/16,los angeles, 51, 29, 32, 15, 1, 3
2021/8/17,los angeles, 56, 26, 31, 10, 1, 2
2021/8/18,los angeles, 53, 16, 22, 6, 1, 1
2021/8/19,los angeles, 37, 13, 30, 5, 1, 2
2021/8/20,los angeles, 24, 16, 34, 5, 1, 2
2021/8/21,los angeles, 37, 15, 36, 4, 1, 2
2021/8/22,los angeles, 36, 22, 42, 7, 1, 3
2021/8/23,los angeles, 56, 26, 42, 12, 1, 4
2021/8/24,los angeles, 59, 23, 44, 11, 1, 3
2021/8/25,los angeles, 56, 29, 47, 15, 1, 4
2021/8/26,los angeles, 58, 40, 61, 21, 1, 6
2021/8/27,los angeles, 70, 43, 47, 22, 1, 5
2021/8/28,los angeles, 69, 28, 52, 12, 1, 4
2021/8/29,los angeles, 61, 26, 44, 8, 1, 3
2021/8/30,los angeles, 58, 34, 39, 10, 1, 3
2021/8/31,los angeles, 69, 34, 33, 12, 1, 3
2021/9/1,los angeles, 74, 26, 36, 9, 1, 3
2021/9/2,los angeles, 62, 26, 41, 7, , 3
2021/9/3,los angeles, 57, 33, 44, 13, 1, 4
2021/9/4,los angeles, 66, 32, 51, 18, 1, 5
2021/9/5,los angeles, 62, 29, 56, 18, 1, 6
2021/9/6,los angeles, 55, 33, 53, 7, 1, 3
2021/9/7,los angeles, 72, 34, 41, 13, 1, 4
2021/9/8,los angeles, 67, 30, 41, 11, 1, 4
2021/9/9,los angeles, 64, 23, 56, 12, 1, 3
2021/9/10,los angeles, 51, 22, 39, 13, 1, 3
2021/9/11,los angeles, 45, 26, 37, 18, 1, 5
2021/9/12,los angeles, 52, 32, 42, 16, 1, 5
2021/9/13,los angeles, 58, 29, 42, 15, 1, 4
2021/9/14,los angeles, 56, 33, 41, 19, 1, 4
2021/9/15,los angeles, 64, 35, 44, 13, 1, 3
2021/9/16,los angeles, 65, 29, 43, 9, 1, 2
2021/9/17,los angeles, 53, 30, 41, 9, 1, 2
2021/9/18,los angeles, 53, 23, 38, 7, 1, 2
2021/9/19,los angeles, 43, 29, 45, 12, 1, 4
2021/9/20,los angeles, 58, 35, 41, 20, 1, 4
2021/9/21,los angeles, 58, 36, 58, 24, 1, 5
2021/9/22,los angeles, 56, 32, 20, 25, 1, 5
2021/9/23,los angeles, 47, 32, 27, 19, 1, 4
2021/9/24,los angeles, 51, 30, 31, 15, 1, 4
2021/9/25,los angeles, 53, 23, 34, 8, 1, 2
2021/9/26,los angeles, 52, 21, 32, 5, , 2
2021/9/27,los angeles, 55, 23, 24, 10, , 2
2021/9/28,los angeles, 51, 21, 30, 10, 1, 2
2021/9/29,los angeles, 41, 29, 36, 15, 1, 3
2021/9/30,los angeles, 47, 41, 45, 23, 1, 5
2021/10/1,los angeles, 52, 39, 45, 28, 1, 6
2021/4/2,los angeles, 38, 35, 43, 19, 1, 3
2021/4/3,los angeles, 57, 37, 46, 11, 1, 3
2021/4/4,los angeles, 71, 34, 53, 15, 1, 3
2021/4/5,los angeles, 60, 31, 33, 13, 1, 2
2021/4/6,los angeles, 54, 36, 38, 11, 1, 2
2021/4/7,los angeles, 59, 34, 41, 15, 1, 4
2021/4/8,los angeles, 60, 36, 38, 16, 1, 3
2021/4/9,los angeles, 60, 39, 42, 16, 1, 4
2021/4/10,los angeles, 61, , 43, 15, 1, 3
2021/4/11,los angeles, 57, , 43, 8, 1, 2
2021/4/14,los angeles, 54, 30, 39, 6, , 1
2021/4/15,los angeles, 59, 35, 39, 12, 1, 2
2021/4/16,los angeles, 63, 41, 33, 12, 1, 3
2021/4/17,los angeles, 72, 39, 42, 13, 1, 3
2021/4/18,los angeles, 72, 28, 45, 11, 1, 3
2021/4/19,los angeles, 49, 32, 46, 18, 1, 4
2021/4/20,los angeles, 60, 35, 40, 11, 1, 2
2021/4/21,los angeles, 71, 22, 35, 5, 1, 1
2021/4/22,los angeles, 52, 17, 35, 4, 1, 1
2021/4/23,los angeles, 47, 22, 33, 6, 1, 1
2021/4/24,los angeles, 55, 20, 37, 3, , 1
2021/4/25,los angeles, 54, 16, 36, 3, 1, 1
2021/4/26,los angeles, 47, 12, 34, 3, 1, 1
2021/4/27,los angeles, 31, 18, 36, 6, 1, 1
2021/4/28,los angeles, 43, 31, 38, 19, 1, 3
2021/4/29,los angeles, 55, 36, 50, 25, 1, 5
2021/4/30,los angeles, 64, 38, 58, 22, 1, 4
2021/5/1,los angeles, 65, 35, 38, 11, 1, 2
2021/5/2,los angeles, 67, 26, 36, 4, 1, 1
2021/5/3,los angeles, 58, 35, 36, 9, 1, 2
2021/5/4,los angeles, 67, 42, 47, 15, 1, 3
2021/5/5,los angeles, 75, 41, 38, 13, 1, 3
2021/5/6,los angeles, 82, 35, 33, 8, 1, 2
2021/5/7,los angeles, 71, 25, 38, 9, , 2
2021/5/8,los angeles, 62, 26, 42, 6, 1, 2
2021/5/9,los angeles, 61, 32, 44, 5, 1, 2
2021/5/10,los angeles, 67, 31, 35, 7, 1, 2
2021/5/11,los angeles, 61, 28, 42, 7, , 2
2021/5/12,los angeles, 63, 31, 40, 7, , 2
2021/5/13,los angeles, 63, 22, 39, 5, , 2
2021/5/14,los angeles, 53, 23, 41, 7, 1, 2
2021/5/15,los angeles, 60, 17, 38, 4, , 1
2021/5/16,los angeles, 49, 9, 33, 3, , 1
2021/5/17,los angeles, 35, 13, 35, 6, , 1
2021/5/18,los angeles, 40, 20, 41, 6, , 2
2021/5/19,los angeles, 53, 30, 38, 10, 1, 2
2021/5/20,los angeles, 60, 38, 38, 5, 1, 1
2021/5/21,los angeles, 62, 37, 36, 9, , 2
2021/5/22,los angeles, 56, 29, 36, 5, 1, 1
2021/5/23,los angeles, 56, 26, 36, 7, 1, 2
2021/5/24,los angeles, 57, 30, 46, 17, 1, 4
2021/5/25,los angeles, 59, 33, 44, 20, 1, 3
2021/5/26,los angeles, 66, 34, 31, 11, 1, 2
2021/5/27,los angeles, 69, 32, 41, 7, 1, 2
2021/5/28,los angeles, 68, 32, 43, 9, 1, 2
2021/5/29,los angeles, 79, 25, 35, 7, 1, 2
2021/5/30,los angeles, 62, 22, 37, 4, 1, 2
2021/5/31,los angeles, 58, 24, 40, 5, , 2
2021/6/1,los angeles, 61, 32, 39, 8, 1, 2
2021/6/2,los angeles, 73, 23, 38, 9, 1, 2
2021/6/3,los angeles, 65, 26, 42, 10, 1, 2
2021/6/4,los angeles, 61, 26, 35, 12, 1, 2
2021/6/5,los angeles, 59, 18, 36, 8, 1, 2
2021/6/6,los angeles, 55, 13, 34, 4, 1, 1
2021/6/7,los angeles, 47, 12, 29, 7, 1, 1
2021/6/8,los angeles, 40, 15, 39, 6, 1, 1
2021/6/9,los angeles, 43, 26, 33, 12, 1, 2
2021/6/10,los angeles, 50, 30, 36, 11, 1, 2
2021/6/11,los angeles, 48, 36, 45, 14, 1, 3
2021/6/12,los angeles, 63, 34, 55, 16, 1, 4
2021/6/13,los angeles, 66, 25, 51, 9, 1, 2
2021/6/14,los angeles, 58, 27, 36, 16, 1, 3
2021/6/15,los angeles, 58, 36, 45, 24, 1, 4
2021/6/16,los angeles, 66, 35, 36, 14, 1, 2
2021/6/17,los angeles, 70, 35, 32, 19, 1, 3
2021/6/18,los angeles, 74, 32, 35, 15, 1, 3
2021/6/19,los angeles, 79, 26, 41, 9, , 2
2021/6/20,los angeles, 70, 18, 37, 6, 1, 2
2021/6/21,los angeles, 63, 26, 41, 10, 1, 2
2021/6/22,los angeles, 64, 21, 30, 7, 1, 2
2021/6/23,los angeles, 53, 21, 27, 9, 1, 2
2021/6/24,los angeles, 60, 15, 26, 6, 1, 1
2021/6/25,los angeles, 39, 22, 28, 10, 1, 2
2021/6/26,los angeles, 51, 28, 38, 11, 1, 3
2021/6/27,los angeles, 60, 29, 47, 12, 1, 2
2021/6/28,los angeles, 71, 34, 47, 12, 1, 3
2021/6/29,los angeles, 71, 27, 29, 12, 1, 2
2021/6/30,los angeles, 62, 24, 36, 10, 1, 2
2021/7/1,los angeles, 60, 26, 41, 10, , 2
2021/1/5,los angeles, 59, 37, 16, 22, , 7
2021/1/6,los angeles, 69, 36, 17, 29, 1, 8
2021/1/7,los angeles, 61, 36, 14, 31, 1, 10
2021/1/8,los angeles, 56, 42, 28, 34, 1, 9
2021/1/9,los angeles, 63, 43, 22, 29, 1, 7
2021/1/10,los angeles, 63, 22, 28, 20, 1, 5
2021/1/11,los angeles, 37, 29, 25, 27, 1, 7
2021/1/12,los angeles, 47, 32, 19, 31, 1, 7
2021/1/13,los angeles, 41, 36, 10, 33, 1, 9
2021/1/14,los angeles, 43, 38, 17, 35, 1, 11
2021/1/15,los angeles, 59, 41, 22, 36, 1, 9
2021/1/16,los angeles, 50, 37, 25, 33, 1, 8
2021/1/17,los angeles, 52, 25, 34, 25, 1, 7
2021/1/18,los angeles, 41, 30, 28, 26, 1, 6
2021/1/19,los angeles, 60, 47, 28, 10, , 2
2021/1/20,los angeles, 59, 33, 27, 22, 1, 5
2021/1/21,los angeles, 35, 28, 26, 21, 1, 4
2021/1/22,los angeles, 41, 24, 30, 15, , 3
2021/1/23,los angeles, 35, 9, 24, 13, , 3
2021/1/24,los angeles, 28, 14, 30, 9, , 3
2021/1/25,los angeles, 42, 7, 30, 6, , 2
2021/1/26,los angeles, 11, 15, 26, 13, , 3
2021/1/27,los angeles, 23, 19, 27, 19, 1, 2
2021/1/28,los angeles, 31, 17, 30, 16, 1, 4
2021/1/29,los angeles, 32, 6, 26, 12, , 3
2021/1/30,los angeles, 19, 16, 30, 15, , 5
2021/1/31,los angeles, 35, 16, 28, 18, , 5
2021/2/1,los angeles, 36, 20, 13, 25, , 5
2021/2/2,los angeles, 34, 25, 25, 24, 1, 6
2021/2/3,los angeles, 50, 24, 22, 17, 1, 6
2021/2/4,los angeles, 46, 29, 24, 18, , 4
2021/2/5,los angeles, 52, 27, 32, 23, , 6
2021/2/6,los angeles, 53, 35, 28, 27, , 7
2021/2/7,los angeles, 68, 34, 32, 23, 1, 6
2021/2/8,los angeles, 73, 35, 33, 18, 1, 3
2021/2/9,los angeles, 70, 30, 31, 11, , 2
2021/2/10,los angeles, 58, 32, 35, 20, , 4
2021/2/11,los angeles, 63, 36, 36, 21, , 5
2021/2/12,los angeles, 66, 23, 30, 16, 1, 2
2021/2/13,los angeles, 41, 23, 34, 11, , 2
2021/2/14,los angeles, 37, 13, 35, 1, , 
2021/2/15,los angeles, 14, 25, 22, 16, 1, 2
2021/2/16,los angeles, 37, 26, 35, 9, , 2
2021/2/17,los angeles, 40, 20, 33, 12, , 2
2021/2/18,los angeles, 29, 24, 36, 20, 1, 4
2021/2/19,los angeles, 34, 27, 30, 25, 1, 4
2021/2/20,los angeles, 43, 32, 35, 16, 1, 4
2021/2/21,los angeles, 42, 26, 37, 19, , 4
2021/2/22,los angeles, 29, 24, 33, 24, 1, 5
2021/2/23,los angeles, 31, 25, 33, 25, 1, 4
2021/2/24,los angeles, 33, 33, 37, 28, 1, 5
